Parameter,Outcome,delta_raw_400,delta_400,delta_conf_400,S1_400,S1_conf_400,delta_400_norm,delta_raw_800,delta_800,delta_conf_800,S1_800,S1_conf_800,delta_800_norm,delta_raw_1200,delta_1200,delta_conf_1200,S1_1200,S1_conf_1200,delta_1200_norm,delta_raw_1600,delta_1600,delta_conf_1600,S1_1600,S1_conf_1600,delta_1600_norm,delta_raw_2000,delta_2000,delta_conf_2000,S1_2000,S1_conf_2000,delta_2000_norm,delta_raw_2400,delta_2400,delta_conf_2400,S1_2400,S1_conf_2400,delta_2400_norm,delta_raw_2800,delta_2800,delta_conf_2800,S1_2800,S1_conf_2800,delta_2800_norm,delta_raw_3200,delta_3200,delta_conf_3200,S1_3200,S1_conf_3200,delta_3200_norm,delta_raw_3600,delta_3600,delta_conf_3600,S1_3600,S1_conf_3600,delta_3600_norm,delta_raw_4000,delta_4000,delta_conf_4000,S1_4000,S1_conf_4000,delta_4000_norm
Ammonia Import Price,CO2 Storage 2050,0.060935319530308237,0.060935319530308237,0.023180243231410182,0.0,0.0,0.06593553604453709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,CO2 Storage 2050,0.7172025704571506,0.7172025704571506,0.016246467391578413,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,CO2 Storage 2050,0.08112206147285278,0.08112206147285278,0.023554705995489093,0.0,0.0,0.09466730387988206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,CO2 Storage 2050,0.03388731854715224,0.03388731854715224,0.02136166724316989,0.0,0.0,0.0274381456845619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,CO2 Storage 2050,0.06701421657874346,0.06701421657874346,0.02346732160854219,0.0,0.0,0.0745876235972345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,CO2 Storage 2050,0.0328667422386079,0.0328667422386079,0.021033057926069406,0.0,0.0,0.025985560535417562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,CO2 Storage 2050,0.06680213553796675,0.06680213553796675,0.022470867608817266,0.0,0.0,0.07428576888272843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,CO2 Storage 2050,0.050560094229118696,0.050560094229118696,0.021587227323529738,0.0,0.0,0.05116848916586678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,CO2 Storage 2050,0.0534445838710515,0.0534445838710515,0.02269351405662266,0.0,0.0,0.05527398013371854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,CO2 Storage 2050,0.0915221090590285,0.0915221090590285,0.02359925083606577,0.0,0.0,0.10946968028975633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,CO2 Storage 2050,0.055966943128062406,0.055966943128062406,0.022129075151348404,0.0,0.0,0.058864051318857774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,BioFuel Production 2050,0.09182043109358777,0.09182043109358777,0.026157020805308715,0.0,0.0,0.3503728613196801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,BioFuel Production 2050,0.08797617956489315,0.08797617956489315,0.024746834855532394,0.0,0.0,0.3261278067424505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,BioFuel Production 2050,0.11260249722394652,0.11260249722394652,0.022718595947049974,0.0,0.0,0.48144189356098027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,BioFuel Production 2050,0.05187808540124863,0.05187808540124863,0.025639422112426702,0.0,0.0,0.09846313480337913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,BioFuel Production 2050,0.07479186646770274,0.07479186646770274,0.02388224472887898,0.0,0.0,0.24297653835673996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,BioFuel Production 2050,0.08810310497236468,0.08810310497236468,0.023527486160440862,0.0,0.0,0.32692830416266727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,BioFuel Production 2050,0.06430861409339134,0.06430861409339134,0.02981851912874795,0.0,0.0,0.17686041040182482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,BioFuel Production 2050,0.03752119100328472,0.03752119100328472,0.01953024964894389,0.0,0.0,0.007916591311113335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,BioFuel Production 2050,0.06645952744812877,0.06645952744812877,0.02530551913805993,0.0,0.0,0.1904258629449911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,BioFuel Production 2050,0.03626595075819242,0.03626595075819242,0.022886276205669475,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,BioFuel Production 2050,0.09874127214389386,0.09874127214389386,0.025133450998144846,0.0,0.0,0.394021453960542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,BioFuel Production 2050,0.09336089186177465,0.09336089186177465,0.02334642486767708,0.0,0.0,0.36008829099955186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,BioFuel Production 2050,0.06219231832362862,0.06219231832362862,0.020728204346429878,0.0,0.0,0.16351328520555022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,BioFuel Production 2050,0.0834146370395751,0.0834146370395751,0.02239596028474654,0.0,0.0,0.2973589172311432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,BioFuel Production 2050,0.06564947792030869,0.06564947792030869,0.026382958623600617,0.0,0.0,0.18531701539283155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,BioFuel Production 2050,0.10209944221102185,0.10209944221102185,0.025799558360967638,0.0,0.0,0.415200873660164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,BioFuel Production 2050,0.12103974759812183,0.12103974759812183,0.029523785425582635,0.0,0.0,0.534654227425381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,BioFuel Production 2050,0.1948241225473809,0.1948241225473809,0.029697235461571343,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,BioFuel Production 2050,0.15901730868588268,0.15901730868588268,0.03853250641974355,0.0,0.0,0.7741723844476128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,BioFuel Production 2050,0.09856310627694531,0.09856310627694531,0.03265701188238201,0.0,0.0,0.39289779149055953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,BioFuel Production 2050,0.09958321325137533,0.09958321325137533,0.030379486655392727,0.0,0.0,0.39933143639778196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,BioFuel Production 2050,0.1247681359995414,0.1247681359995414,0.03511358599799539,0.0,0.0,0.5581685525424532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,BioFuel Production 2050,0.06805335083787006,0.06805335083787006,0.028075636974338215,0.0,0.0,0.20047784179765066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,BioFuel Production 2050,0.04187667094175275,0.04187667094175275,0.02244586033385842,0.0,0.0,0.03538587838298289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,BioFuel Production 2050,0.1164947247808437,0.1164947247808437,0.025809651021580688,0.0,0.0,0.50598952496324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,BioFuel Production 2050,0.10245888644811978,0.10245888644811978,0.02337115137210817,0.0,0.0,0.4174678286397902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,BioFuel Production 2050,0.06811039099466394,0.06811039099466394,0.024447893937322,0.0,0.0,0.2008375845731269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,BioFuel Production 2050,0.05947187814419808,0.05947187814419808,0.022448498943944017,0.0,0.0,0.14635592176768522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,BioFuel Production 2050,0.09435647605267397,0.09435647605267397,0.023300984765555314,0.0,0.0,0.3663672747924717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,BioFuel Production 2050,0.10123616379789015,0.10123616379789015,0.02536797162761367,0.0,0.0,0.40975632038744164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,BioFuel Production 2050,0.09205374235598679,0.09205374235598679,0.027387611293818906,0.0,0.0,0.3518443166206987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,CO2_Price 2050,0.07979760504708346,0.07979760504708346,0.02821483589314104,0.0,0.0,0.13398563983261905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,CO2_Price 2050,0.11956814579228386,0.11956814579228386,0.029869806548339373,0.0,0.0,0.34053521195510106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,CO2_Price 2050,0.11629883773162004,0.11629883773162004,0.032405258153811706,0.0,0.0,0.32355595624437283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,CO2_Price 2050,0.13560669138583337,0.13560669138583337,0.03649879188109753,0.0,0.0,0.42383191015788724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,CO2_Price 2050,0.07151897884081054,0.07151897884081054,0.028147370919882887,0.0,0.0,0.09099033052508854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,CO2_Price 2050,0.09802318095637073,0.09802318095637073,0.03372145805010438,0.0,0.0,0.22864074975096757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,CO2_Price 2050,0.0715954627043461,0.0715954627043461,0.02639943144376323,0.0,0.0,0.09138755191035343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,CO2_Price 2050,0.17472665832038203,0.17472665832038203,0.031645301218337606,0.0,0.0,0.6270027064401029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,CO2_Price 2050,0.0966958453529465,0.0966958453529465,0.025638349844347527,0.0,0.0,0.22174718994984016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,CO2_Price 2050,0.06691571882506979,0.06691571882506979,0.02366268412347542,0.0,0.0,0.06708315277984939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,CO2_Price 2050,0.0828658377747805,0.0828658377747805,0.029776331294014864,0.0,0.0,0.14992060438686644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,CO2_Price 2050,0.1070347630722182,0.1070347630722182,0.02716692757637078,0.0,0.0,0.27544268895767887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,CO2_Price 2050,0.14423590336800057,0.14423590336800057,0.02465425687513528,0.0,0.0,0.4686479978769342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,CO2_Price 2050,0.11586090706467872,0.11586090706467872,0.02397833934225271,0.0,0.0,0.3212815493547215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,CO2_Price 2050,0.12425988776608371,0.12425988776608371,0.03117508300574081,0.0,0.0,0.36490192357227713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,CO2_Price 2050,0.09594541086866192,0.09594541086866192,0.027161907727359786,0.0,0.0,0.21784978451530024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,CO2_Price 2050,0.14816517446739966,0.14816517446739966,0.029223860261885875,0.0,0.0,0.4890547926835162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,CO2_Price 2050,0.0642908159391022,0.0642908159391022,0.03380779018316337,0.0,0.0,0.05345063590176031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,CO2_Price 2050,0.12080268730819617,0.12080268730819617,0.03438518488884321,0.0,0.0,0.3469468427024124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,CO2_Price 2050,0.10300014114184103,0.10300014114184103,0.03192765911748016,0.0,0.0,0.2544887512495033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,CO2_Price 2050,0.0611635587388028,0.0611635587388028,0.035616285688589516,0.0,0.0,0.03720912586605014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,CO2_Price 2050,0.12046269131989112,0.12046269131989112,0.03179977846506988,0.0,0.0,0.34518106269057686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,CO2_Price 2050,0.08948141004884827,0.08948141004884827,0.029767133384683418,0.0,0.0,0.18427879004263875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,CO2_Price 2050,0.10909860504354,0.10909860504354,0.03590282892437243,0.0,0.0,0.28616131807655465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,CO2_Price 2050,0.06814150044400781,0.06814150044400781,0.032013432015885475,0.0,0.0,0.07344928872276603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,CO2_Price 2050,0.06411403313748348,0.06411403313748348,0.027769616781216606,0.0,0.0,0.052532508781817484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,CO2_Price 2050,0.12166854879568972,0.12166854879568972,0.022216926699553705,0.0,0.0,0.3514437219604777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,CO2_Price 2050,0.1160700134868765,0.1160700134868765,0.032266760337231734,0.0,0.0,0.32236755022933183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,CO2_Price 2050,0.05821003465699705,0.05821003465699705,0.037580831449151725,0.0,0.0,0.021869904323681594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,CO2_Price 2050,0.24654624094617783,0.24654624094617783,0.03461460820940293,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,CO2_Price 2050,0.053999045924070295,0.053999045924070295,0.027563289265758045,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,DR Flexibility Capacity 2050,0.09142765641534535,0.09142765641534535,0.028823564281505617,0.0,0.0,0.49061154977504096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,DR Flexibility Capacity 2050,0.09985375045122569,0.09985375045122569,0.0246874066056327,0.0,0.0,0.5602882332363882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,DR Flexibility Capacity 2050,0.052874859502641564,0.052874859502641564,0.023006679619526876,0.0,0.0,0.17181246972710326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,DR Flexibility Capacity 2050,0.051502763864319706,0.051502763864319706,0.02245965142458552,0.0,0.0,0.16046639726898135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,DR Flexibility Capacity 2050,0.04022388994225953,0.04022388994225953,0.018572881267088143,0.0,0.0,0.06719963277271683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,DR Flexibility Capacity 2050,0.06066533512725787,0.06066533512725787,0.024300217580180652,0.0,0.0,0.23623312558476361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,DR Flexibility Capacity 2050,0.0919008450763888,0.0919008450763888,0.025455080737896173,0.0,0.0,0.4945244204850791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,DR Flexibility Capacity 2050,0.10037489882194532,0.10037489882194532,0.025156766914742678,0.0,0.0,0.5645976902527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,DR Flexibility Capacity 2050,0.08022196515316103,0.08022196515316103,0.02355595251388654,0.0,0.0,0.3979499440872725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Costs,DR Flexibility Capacity 2050,0.05332605089225522,0.05332605089225522,0.021500615768506145,0.0,0.0,0.17554344157488086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind offshore Potential,DR Flexibility Capacity 2050,0.0534143841406428,0.0534143841406428,0.02712254326860988,0.0,0.0,0.1762738829586116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Costs,DR Flexibility Capacity 2050,0.06429033082920699,0.06429033082920699,0.017362793303564484,0.0,0.0,0.266208779428397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar PV Potential,DR Flexibility Capacity 2050,0.04365412669284014,0.04365412669284014,0.020719174971741514,0.0,0.0,0.09556479452499893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Costs,DR Flexibility Capacity 2050,0.04936127776273455,0.04936127776273455,0.02638498860098015,0.0,0.0,0.1427581152819012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Potential,DR Flexibility Capacity 2050,0.04085088009201079,0.04085088009201079,0.02325549858546324,0.0,0.0,0.07238431193859995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Potential,DR Flexibility Capacity 2050,0.09485849029215108,0.09485849029215108,0.021941063083925846,0.0,0.0,0.5189816492570466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogen Import Price,DR Flexibility Capacity 2050,0.07885865321916205,0.07885865321916205,0.027973198385931656,0.0,0.0,0.3866765054477523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Potential,DR Flexibility Capacity 2050,0.03209734894187378,0.03209734894187378,0.02810060904547963,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass Import Price,DR Flexibility Capacity 2050,0.12198157557034889,0.12198157557034889,0.03185760901661701,0.0,0.0,0.7432666642802226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Potential,DR Flexibility Capacity 2050,0.07274111247379,0.07274111247379,0.030127420087021205,0.0,0.0,0.33608960856977926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammonia Import Price,DR Flexibility Capacity 2050,0.07296808258974714,0.07296808258974714,0.029296154396760903,0.0,0.0,0.33796645979614687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS potential,DR Flexibility Capacity 2050,0.15302867944291104,0.15302867944291104,0.029864630373447644,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility Costs,DR Flexibility Capacity 2050,0.070753075711203,0.070753075711203,0.02273764826232946,0.0,0.0,0.31965022305776797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG Price,DR Flexibility Capacity 2050,0.039371540661636784,0.039371540661636784,0.019396459675939615,0.0,0.0,0.06015142386695739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Price,DR Flexibility Capacity 2050,0.10837041725563175,0.10837041725563175,0.023951265825223306,0.0,0.0,0.6307138770221646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Conditions,DR Flexibility Capacity 2050,0.15143128836902783,0.15143128836902783,0.04131339769187414,0.0,0.0,0.9867909245084382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Ratio,DR Flexibility Capacity 2050,0.07067884734554014,0.07067884734554014,0.021346277311495243,0.0,0.0,0.3190364171453107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Trade Volume,DR Flexibility Capacity 2050,0.09479644323978846,0.09479644323978846,0.023291726663650047,0.0,0.0,0.5184685725208066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACC,DR Flexibility Capacity 2050,0.1091792814927054,0.1091792814927054,0.03178681561667881,0.0,0.0,0.6374025013325266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Emission Reduction,DR Flexibility Capacity 2050,0.10669298071487565,0.10669298071487565,0.026905493610701728,0.0,0.0,0.6168428931025616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-of-Life Emission Reduction,DR Flexibility Capacity 2050,0.09168066454012397,0.09168066454012397,0.023308357015679366,0.0,0.0,0.49270371335027296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 Cap,Daily Flexibility Capacity 2050,0.01694003036237956,0.01694003036237956,0.026905658779224143,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings demand,Daily Flexibility Capacity 2050,0.12467157945869291,0.12467157945869291,0.02606520400475585,0.0,0.0,0.7243316668269849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Production,Daily Flexibility Capacity 2050,0.11342479250634958,0.11342479250634958,0.023450032971784197,0.0,0.0,0.6487140412755706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Production,Daily Flexibility Capacity 2050,0.08232954602045775,0.08232954602045775,0.02392566804633277,0.0,0.0,0.4396455566352365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger Cars,Daily Flexibility Capacity 2050,0.07523769911626459,0.07523769911626459,0.02251858440801615,0.0,0.0,0.3919636163671762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker aviation,Daily Flexibility Capacity 2050,0.05615805091246997,0.05615805091246997,0.02418721314108668,0.0,0.0,0.2636818502378152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker navigation,Daily Flexibility Capacity 2050,0.09201264682885438,0.09201264682885438,0.028782244558079376,0.0,0.0,0.5047497587694624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG CH4,Daily Flexibility Capacity 2050,0.07040857450764057,0.07040857450764057,0.026865114743058006,0.0,0.0,0.35949505997472436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture neGHG N2O,Daily Flexibility Capacity 2050,0.06341868732557049,0.06341868732557049,0.022519652971518006,0.0,0.0,0.31249864457003157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
