Parameter,Outcome,Final_Delta,Max_Delta,Converged_At_Size,Max_Relative_Change,Sample_Sizes_Analyzed,Delta_Trajectory
Wind offshore Costs,Electricity generation_Carrier_sum 2050 Wind onshore,0.1281192090451059,0.13564113758306526,4000.0,0.2533528709643396,10,"[0.08538042395362105, 0.10701179948642342, 0.09950364275062905, 0.11582205366676196, 0.12846516337864555, 0.11814096681873902, 0.13392290151388567, 0.12330489735704867, 0.13564113758306526, 0.1281192090451059]"
Biomass Import Price,Electricity capacity_Carrier_sum 2050 Wind onshore,0.127969837527104,0.127969837527104,1600.0,0.1304137786113883,10,"[0.0746725701891103, 0.08441090222609629, 0.09341234919896456, 0.10253166524376749, 0.11193861363980737, 0.12127273289888184, 0.12449630296614637, 0.1228349735034913, 0.12599919135630513, 0.127969837527104]"
Nuclear Potential,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12775024351096603,0.1283280927602929,2400.0,0.17159132664080778,10,"[0.07669583023494594, 0.08373665614444407, 0.0905781507977658, 0.10217130199232827, 0.11970301124581048, 0.1210929286131333, 0.1257962585663222, 0.124313179364161, 0.1283280927602929, 0.12775024351096603]"
Solar PV Costs,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12756331217951833,0.12756331217951833,2400.0,0.11618172698862378,10,"[0.08097959974135943, 0.08442854835191575, 0.09148796960988007, 0.1016923485129248, 0.11350714118468541, 0.12084168685265884, 0.12549247968168376, 0.12485998836497661, 0.125610839204629, 0.12756331217951833]"
Ammonia Import Potential,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12753056653206735,0.128426147437759,2400.0,0.12247137788293144,10,"[0.08005431178127244, 0.08555437536813909, 0.09247379850051919, 0.10194236609297792, 0.11442738813303116, 0.11985821270014733, 0.12408135953029568, 0.12357013883830219, 0.128426147437759, 0.12753056653206735]"
Bunker aviation,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1274959979390079,0.1274959979390079,2400.0,0.15483072054533054,10,"[0.08830858445492971, 0.08446925407391577, 0.09163844111184838, 0.10069753916837469, 0.11628861171495579, 0.12181550342606176, 0.1250727681112112, 0.12438808376011094, 0.12629219738933764, 0.1274959979390079]"
Passenger Cars,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12736752611237764,0.12736752611237764,2400.0,0.1218709451032634,10,"[0.0801239293459991, 0.08380361269318977, 0.09133920822542267, 0.10210873294895699, 0.11455282073674311, 0.12040284544885173, 0.1227377731328993, 0.12498533766972214, 0.12549365441771382, 0.12736752611237764]"
Solar PV Potential,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12729883045735754,0.12729883045735754,2400.0,0.14358125830438281,10,"[0.07467266716909171, 0.08539426268217427, 0.09189304804528399, 0.10252726294632188, 0.11412813525714079, 0.12014672700742125, 0.12647071726210324, 0.12411555563322672, 0.1272231802541518, 0.12729883045735754]"
Electricity Trade Price,techUseNet 2050 PNL04_01,0.12724587243365726,0.12780883118442776,3600.0,0.30586589956737115,10,"[0.07693234831702575, 0.08947443898888073, 0.08920985049597566, 0.09787286062586548, 0.12780883118442776, 0.10697406343508523, 0.1008715414927571, 0.11691132013128534, 0.11689544552126697, 0.12724587243365726]"
Flexibility Costs,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12715526327511562,0.12715526327511562,2400.0,0.12501648936803741,10,"[0.07879217798268441, 0.08307862042942786, 0.09332975125852155, 0.10166800872867963, 0.11437818626097815, 0.1215202619975677, 0.1221970148483396, 0.124168058509859, 0.12665513854683388, 0.12715526327511562]"
Bunker Emission Reduction,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12711248958369403,0.12711248958369403,2400.0,0.139733833757893,10,"[0.08154135305333683, 0.08481182607895094, 0.09293567435270095, 0.1008828042105833, 0.11497954520317501, 0.12050378539159612, 0.12431744685721005, 0.1242956219045573, 0.1268319094878794, 0.12711248958369403]"
Bunker aviation,Electricity generation_Carrier_sum 2050 Wind onshore,0.1270931218369371,0.1270931218369371,4000.0,0.22703738716580474,10,"[0.07007612886735315, 0.08598603006809123, 0.09995317911044795, 0.11223730717685511, 0.11808888471262709, 0.11358385782812261, 0.11128125383406666, 0.10787261949651397, 0.12708729940544844, 0.1270931218369371]"
Agriculture neGHG CH4,Hydrogen Imports 2050,0.12705882502594762,0.12705882502594762,,0.22956429540721607,10,"[0.10699679667120357, 0.08243415243254956, 0.0826281951515873, 0.0929548853272129, 0.10545156052620065, 0.10272152878186784, 0.10658190544031337, 0.10984547603799286, 0.11010726837417138, 0.12705882502594762]"
Hydrogen Import Potential,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1269641364101978,0.1269641364101978,2400.0,0.1213800646295492,10,"[0.09032202486998464, 0.08332936621204266, 0.09185059671364945, 0.10299942807901488, 0.11426945959462825, 0.12286234742898663, 0.1253264039901443, 0.1233569948984301, 0.1255614464333205, 0.1269641364101978]"
Chemical Production,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12690257048099268,0.12690257048099268,2400.0,0.15099989480249543,10,"[0.07723546909268851, 0.08584333910575877, 0.08988793215748282, 0.10346100045727658, 0.11508696524316168, 0.11997835740458986, 0.12423763456115906, 0.12545265968677527, 0.12664007443558684, 0.12690257048099268]"
Electricity Trade Volume,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1268032161600542,0.1268032161600542,2400.0,0.13764170547739574,10,"[0.07651798192395472, 0.0831404843022644, 0.09212611733048266, 0.10341326911083755, 0.11764724784024612, 0.12038687746109293, 0.1236341654799537, 0.12336010804348721, 0.12668562230669644, 0.1268032161600542]"
Wind offshore Costs,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1267688095124945,0.12689621675929386,2000.0,0.17494865054558909,10,"[0.07159038526372767, 0.08411502655765565, 0.09464317571690821, 0.10528541928174034, 0.11438820644569894, 0.1218171635376577, 0.12352043142329946, 0.12458085236323918, 0.12689621675929386, 0.1267688095124945]"
Electricity Trade Price,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12675918202382688,0.12762340480427992,2400.0,0.1262086099438172,10,"[0.08157019439896673, 0.08535353029048796, 0.09257651134976744, 0.10215697790382192, 0.11505006808112453, 0.12243768241598361, 0.12272852367735786, 0.12340722821018073, 0.12762340480427992, 0.12675918202382688]"
Nuclear Costs,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1266893315595637,0.1266893315595637,2000.0,0.14979048672650047,10,"[0.07776378145583078, 0.0851392794164382, 0.09083987724170807, 0.10444682666791907, 0.114588787344712, 0.12181306724735842, 0.12214394019229566, 0.12347103433647245, 0.1259727448445041, 0.1266893315595637]"
CCS potential,Hydrogen Imports 2050,0.12665644047407548,0.12682709952209362,3200.0,0.22664032173953202,10,"[0.12682709952209362, 0.09979704327491076, 0.09664719061206163, 0.11855134098760116, 0.11208986231586678, 0.10912695902033316, 0.12286633802756745, 0.11483587555012276, 0.11888082204573475, 0.12665644047407548]"
Electricity Trade Volume,Electricity generation_Carrier_sum 2050 Wind onshore,0.1265720372471638,0.13152828921559714,1200.0,0.5700227361416931,10,"[0.08120230161901754, 0.12748945976889295, 0.11622123073370325, 0.12194481146248073, 0.13152828921559714, 0.12788292433640222, 0.12676184480869992, 0.128470155006873, 0.12871587226312417, 0.1265720372471638]"
Agriculture neGHG CH4,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1265461740530647,0.1265461740530647,2400.0,0.12729043687262498,10,"[0.07582881079719168, 0.08304866003975593, 0.09146836665474878, 0.1026944831487426, 0.11576650877315448, 0.12114110163745537, 0.12489188909252608, 0.1231666798079466, 0.1263636082543552, 0.1265461740530647]"
Hydrogen Import Price,CO2 Price 2050,0.12653772897004067,0.1964282854913415,,1.306798027469338,10,"[0.14816517446739966, 0.08515192190745552, 0.1964282854913415, 0.14244052025321652, 0.09370242872957668, 0.1537234244718404, 0.10128570851389151, 0.1198295686956804, 0.10670103660934041, 0.12653772897004067]"
WACC,Flexibility Capacity 2050,0.1264799066863348,0.14837459038356957,,0.30057589712175337,10,"[0.14837459038356957, 0.10377676476895546, 0.12215873370655242, 0.12999084794692842, 0.11774762491846369, 0.1457220174606977, 0.11527078578940922, 0.10989802424648355, 0.11047286063225498, 0.1264799066863348]"
Hydrogen Import Price,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12636304328789005,0.12718390358199602,2400.0,0.1680400101055604,10,"[0.07301262034899046, 0.08528166181026826, 0.0930511201817972, 0.10229948306580468, 0.11443171867079995, 0.119634834986347, 0.12425274022838574, 0.12678492442744985, 0.12718390358199602, 0.12636304328789005]"
WACC,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12634206422370484,0.1280336784459313,2400.0,0.13683981336047998,10,"[0.07742033355477634, 0.08801451754871804, 0.09222460566689838, 0.10321099381710218, 0.11478988702090415, 0.11921958030405345, 0.12323514395871746, 0.12433880262411025, 0.1280336784459313, 0.12634206422370484]"
Agriculture neGHG N2O,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12630005309443096,0.12879674627208365,2400.0,0.1372609178900573,10,"[0.07848666412581717, 0.0849425517318673, 0.09210696209948561, 0.10115358576480632, 0.11503801979475427, 0.12022252494728773, 0.12441263697382622, 0.12435386215030445, 0.12879674627208365, 0.12630005309443096]"
CO2 Cap,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12626831892822132,0.1278359129762863,2400.0,0.1263347519308464,10,"[0.0900900991140373, 0.08554565768932182, 0.09234774356472535, 0.1019864779408874, 0.11487091433185015, 0.12083373290640674, 0.12396794966912003, 0.1268727074843783, 0.1278359129762863, 0.12626831892822132]"
Ammonia Import Price,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12626458544964692,0.1263878505247512,2400.0,0.1381804511308265,10,"[0.07266974020640678, 0.08271127769168803, 0.09125453014763467, 0.10125078418123708, 0.11363122114903612, 0.11910345326040638, 0.12404855713582313, 0.12495400531239242, 0.1263878505247512, 0.12626458544964692]"
End-of-Life Emission Reduction,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12619950343009412,0.12619950343009412,2400.0,0.1449363072802988,10,"[0.08070676222237702, 0.08106811271218226, 0.09169598137088997, 0.10099382197472627, 0.11563149358986699, 0.11979126425334917, 0.12383725762334913, 0.1242102281588179, 0.12564965635813008, 0.12619950343009412]"
LNG Import Price,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1261361155673493,0.12683848383833385,2400.0,0.13843724559288015,10,"[0.07885431197516515, 0.08202112698201425, 0.09337590588182816, 0.10252874607661039, 0.11500510560899384, 0.1217213216193648, 0.12435174778246996, 0.12526293473096298, 0.12683848383833385, 0.1261361155673493]"
Bunker navigation,Weekly Flexibility Capacity 2050,0.1261087069344722,0.13049124758744962,,0.43091400137472774,10,"[0.13049124758744962, 0.08741603431412587, 0.09492239348726313, 0.11558989014417236, 0.08584965727232013, 0.1228434766041846, 0.10350643521354133, 0.11993838935181883, 0.10670072850786905, 0.1261087069344722]"
Bunker navigation,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1261042932417172,0.1261042932417172,2400.0,0.11870914661007825,10,"[0.07875905696000056, 0.08416703994561033, 0.09259924065376357, 0.10165211040742177, 0.11371914568500026, 0.12183038193081985, 0.12329767152404497, 0.1242244668196613, 0.1250871485003554, 0.1261042932417172]"
Biomass Import Potential,Electricity capacity_Carrier_sum 2050 Wind onshore,0.1260773240396727,0.1260773240396727,2400.0,0.14582089535249596,10,"[0.07633462145299941, 0.08479511789620123, 0.09181855783286938, 0.10053410621260622, 0.11519407959399139, 0.11977623773225106, 0.124599110019359, 0.12366936206088182, 0.12578351743973, 0.1260773240396727]"
Steel Production,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12600991200894904,0.1282679699025502,2000.0,0.12107819792610199,10,"[0.09418326266318243, 0.08633340681406718, 0.09215823168996583, 0.10331658430704307, 0.11235413457186154, 0.12218267663495508, 0.12170244314634449, 0.12600638928984553, 0.1282679699025502, 0.12600991200894904]"
Agriculture neGHG CH4,Electricity generation_Carrier_sum 2050 Wind onshore,0.12569786527874272,0.12569786527874272,3200.0,0.2796942968081195,10,"[0.08913571643039292, 0.0801050917963105, 0.0964480867738763, 0.09263944590227516, 0.11855017058060584, 0.10888581426863535, 0.12480718829750671, 0.11688384694610084, 0.11950118097227341, 0.12569786527874272]"
CCS potential,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12562258888898759,0.12762869191138976,2400.0,0.2754305710431242,10,"[0.07173240634422753, 0.09148970398591555, 0.09110688954394719, 0.10107134332848881, 0.11594805362886713, 0.12024711842379704, 0.12374401641371514, 0.12411133082973348, 0.12762869191138976, 0.12562258888898759]"
Electricity Trade Ratio,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12537597366649547,0.12782487278684268,2400.0,0.13975544439080265,10,"[0.09598413206780315, 0.08870217521957949, 0.09108279373469762, 0.1038121100494461, 0.11499294730059603, 0.12357692146174111, 0.12345556518924887, 0.1239423477880326, 0.12782487278684268, 0.12537597366649547]"
Electricity Trade Ratio,Electricity capacity_Carrier_sum 2050 Wind offshore,0.12498897156641213,0.14096095518158266,4000.0,0.3300287296352,10,"[0.08726612009410674, 0.10885749577516998, 0.1316906120628717, 0.11891550888025262, 0.11416274903894706, 0.13384036757945644, 0.10598339121610208, 0.14096095518158266, 0.12592177917951927, 0.12498897156641213]"
Buildings demand,Electricity capacity_Carrier_sum 2050 Wind onshore,0.12484557515523978,0.1275081074903036,2400.0,0.19245531946095634,10,"[0.07391823453388832, 0.0881441919750977, 0.09184731647535382, 0.10255689852230228, 0.11373597274803578, 0.1211508948840026, 0.12421461964300841, 0.12423468685246362, 0.1275081074903036, 0.12484557515523978]"
Ammonia Import Potential,Shedding Flexibility Capacity 2050,0.12469045351437118,0.12928576714459586,2800.0,0.22430702745812398,10,"[0.10424393103516329, 0.11845269990163615, 0.10025000847114252, 0.12273678987395624, 0.12402172556619455, 0.10992105412907421, 0.10706461627577105, 0.11768179988847148, 0.12928576714459586, 0.12469045351437118]"
Solar PV Costs,Electricity generation_Carrier_sum 2050 Wind onshore,0.12407233602172464,0.12407233602172464,2400.0,0.17140781878960148,10,"[0.0839854202675879, 0.09003885509770596, 0.09565637542271889, 0.10009489225605236, 0.11725193940964247, 0.11126405466789192, 0.11067099127560116, 0.12124291849706335, 0.11807661866891081, 0.12407233602172464]"
Bunker Emission Reduction,Electricity generation_Carrier_sum 2050 Wind onshore,0.12395568868653202,0.12654125672343164,2400.0,0.2296520182053061,10,"[0.0911496689851662, 0.08850087734706776, 0.08836682967571298, 0.108660450453145, 0.12654125672343164, 0.11895208058639115, 0.11774999773183666, 0.12340000491448277, 0.12205814797587557, 0.12395568868653202]"
Flexibility Costs,Electricity generation_Carrier_sum 2050 Wind onshore,0.12383125049188275,0.12822734703823968,4000.0,0.16650742551729508,10,"[0.11328405671420351, 0.09799745726724382, 0.08829166981355069, 0.10299288844882809, 0.11237153400826731, 0.11675834722575634, 0.11840382971884666, 0.11604736351939118, 0.12822734703823968, 0.12383125049188275]"
Chemical Production,Weekly Flexibility Capacity 2050,0.12376617245741928,0.13270880273157984,2400.0,0.23854237511184234,10,"[0.1032774102446503, 0.10714918229551575, 0.13270880273157984, 0.10299132936087567, 0.11649317276846911, 0.12663435366841067, 0.12819661753645695, 0.12968773365016595, 0.1322993283951328, 0.12376617245741928]"
Solar PV Potential,Electricity generation_Carrier_sum 2050 Wind onshore,0.12366828727618519,0.12819381801990593,2400.0,0.34379689668371116,10,"[0.10217603101449026, 0.08368839917417625, 0.11029478344330268, 0.09539672128747209, 0.12819381801990593, 0.1159127291483857, 0.11512598415920502, 0.11441220879942449, 0.1173605517248564, 0.12366828727618519]"
Bunker navigation,CO2 Price 2050,0.12326872723890127,0.2782073662577572,,1.9056927936779309,10,"[0.0715954627043461, 0.09574562282119695, 0.2782073662577572, 0.1231149411244982, 0.18069669868121674, 0.11396277489612698, 0.12982117692691944, 0.08947246359786369, 0.11120422322367876, 0.12326872723890127]"
Ammonia Import Potential,Flexibility Capacity 2050,0.12260614020479522,0.15883682451679046,3200.0,0.35552536613339614,10,"[0.10611964625720127, 0.09397015553966864, 0.11869951743899007, 0.10664919007392268, 0.1445656824227842, 0.12477503026893777, 0.15883682451679046, 0.14408509905186506, 0.1317499231277481, 0.12260614020479522]"
