Parameter,Outcome,mu,mu_star,mu_star_conf,sigma,mu_star_norm,sigma_norm
Wind offshore Costs,comPrices 2050 Machinery - Agriculture,2.347799850000001,2.7766738500000008,1.4712321736410834,3.718360380544818,0.011230231935779869,0.005141988711578964
Wind offshore Potential,comPrices 2050 Machinery - Agriculture,-102.7166547,103.24445684999998,154.67820533894843,399.4747831773886,0.41757125940776807,0.552419511676708
Solar PV Costs,comPrices 2050 Machinery - Agriculture,0.1674311250000001,0.21711337500000014,0.20937926384193628,0.5067227420012969,0.0008781130551612865,0.0007007289107596501
Solar PV Potential,comPrices 2050 Machinery - Agriculture,-6.467492025,6.618157125000001,8.687943279361658,22.393967026750158,0.026767075831100606,0.030967822877391197
Nuclear Costs,comPrices 2050 Machinery - Agriculture,1.8506249999999997,1.8553723500000001,1.1228533891377066,2.8545951502127207,0.007504036463530976,0.003947518404972675
Nuclear Potential,comPrices 2050 Machinery - Agriculture,-14.392968299999998,14.392968299999998,22.819144404927744,50.44276832635149,0.05821222836572154,0.06975551554174214
Hydrogen Import Potential,comPrices 2050 Machinery - Agriculture,-89.77251622500002,89.90082082500001,197.79741601071456,395.5245326066986,0.36360304581027364,0.5469568502443537
Hydrogen Import Price,comPrices 2050 Machinery - Agriculture,4.00000545,4.1464716,3.4384643801739747,8.142486754914014,0.01677036638030939,0.01125995618848931
Biomass Import Potential,comPrices 2050 Machinery - Agriculture,-247.24991130000006,247.24991130000006,313.6390341234905,723.1366284744354,1.0,1.0
Biomass Import Price,comPrices 2050 Machinery - Agriculture,6.01856625,6.01856625,2.489598722491473,6.136906242745588,0.02434203603291646,0.00848651001912641
Ammonia Import Potential,comPrices 2050 Machinery - Agriculture,-15.30098265,15.30098265,13.995096692468296,36.00413808957266,0.06188468408158331,0.0497888458029415
Ammonia Import Price,comPrices 2050 Machinery - Agriculture,4.261799775,4.261799775,3.219279997969022,6.991661199796913,0.01723681012701742,0.009668520338330622
CCS potential,comPrices 2050 Machinery - Agriculture,-21.350376975,21.350376975,8.34084703050016,18.88303971201375,0.0863514039812721,0.0261126859966288
Flexibility Costs,comPrices 2050 Machinery - Agriculture,2.8135193250000023,2.9749260750000017,3.4694886425102442,8.114086650549,0.012032061242644422,0.011220682691273538
LNG Import Price,comPrices 2050 Machinery - Agriculture,0.40569457499999667,1.6990566750000042,1.0954718828883272,3.4277710769275913,0.006871819148757785,0.004740143068342404
Electricity Trade Price,comPrices 2050 Machinery - Agriculture,6.289504274999999,6.485456024999998,6.5690474671353964,15.477704149240289,0.026230367448467497,0.021403568205212914
Weather Conditions,comPrices 2050 Machinery - Agriculture,82.05756540000002,83.04950355000001,149.32012898198963,342.66528377216315,0.3358929558896064,0.4738596694998934
Electricity Trade Ratio,comPrices 2050 Machinery - Agriculture,5.256309450000001,5.9016547500000005,4.2790337535725715,10.406965703257312,0.023869188542758435,0.014391423824308773
Electricity Trade Volume,comPrices 2050 Machinery - Agriculture,-73.143045825,80.56216027499998,127.7993535124403,336.34415595156514,0.32583291881245646,0.4651184059935303
WACC,comPrices 2050 Machinery - Agriculture,5.0331948749999995,6.612518625,2.75968489678491,7.2914922304947485,0.026744270969532188,0.01008314603822135
Bunker Emission Reduction,comPrices 2050 Machinery - Agriculture,5.082621375,7.788188175,3.3583690817006087,9.693877758161548,0.03149925568850952,0.013405319792211646
End-of-Life Emission Reduction,comPrices 2050 Machinery - Agriculture,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,comPrices 2050 Machinery - Industry,-27.17201880000001,27.17201880000001,39.35072996055633,84.17315279858175,0.17744590201395422,0.19684597577008195
Buildings demand,comPrices 2050 Machinery - Industry,5.299099125000001,5.405240775000001,3.9983804279275836,9.522730209108046,0.03529873256684482,0.022269703078517618
Steel Production,comPrices 2050 Machinery - Industry,1.9796131499999994,2.01159975,1.3754961912918657,3.2538480838439066,0.01313668059620931,0.007609396580457626
Chemical Production,comPrices 2050 Machinery - Industry,21.875255325,24.178052775000005,28.597783540604716,65.09363092685071,0.1578939134106908,0.15222691404793628
Passenger Cars,comPrices 2050 Machinery - Industry,0.7366799999999998,0.7446799499999995,0.7047545769668484,1.6942643265317243,0.00486310591833744,0.0039621791922970166
Bunker aviation,comPrices 2050 Machinery - Industry,3.7605228749999986,4.0507076249999985,5.710388068072719,11.356695437605776,0.02645300202401327,0.02655858454403544
Bunker navigation,comPrices 2050 Machinery - Industry,7.443955499999999,7.443955499999999,4.581468529436082,12.660047487136744,0.04861248654256175,0.029606582598424375
Agriculture neGHG CH4,comPrices 2050 Machinery - Industry,2.8502208749999993,2.8504713749999993,1.1085562058521263,2.55110684749901,0.01861490189686719,0.005965977274147458
Agriculture neGHG N2O,comPrices 2050 Machinery - Industry,4.480935599999999,4.481111399999999,6.597777877506857,17.138973676122067,0.02926373856321683,0.04008092705101622
Wind offshore Costs,comPrices 2050 Machinery - Industry,2.644901175000001,2.644901175000001,1.0373824776130736,2.708520936374682,0.017272433019796172,0.00633410332021392
Wind offshore Potential,comPrices 2050 Machinery - Industry,-84.23289975,84.27705990000001,151.0438253900724,322.949593452528,0.55036834116424,0.7552447037339116
Solar PV Costs,comPrices 2050 Machinery - Industry,0.25264882499999997,0.253356975,0.2583489389169471,0.5550005831908336,0.0016545387109919792,0.0012979154007999203
Solar PV Potential,comPrices 2050 Machinery - Industry,-5.987530274999999,5.987530274999999,8.141377051567341,19.47482490222729,0.03910135342918406,0.045543511005269294
Nuclear Costs,comPrices 2050 Machinery - Industry,1.78965045,1.7899138499999991,1.3610028342926594,2.894618058043882,0.011688968713672436,0.006769307043551162
Nuclear Potential,comPrices 2050 Machinery - Industry,-10.472809575000001,10.472809575000001,15.504765808539798,35.28356108549835,0.06839231031506024,0.0825135661383381
Hydrogen Import Potential,comPrices 2050 Machinery - Industry,-56.12899545000001,56.206243500000014,103.23504455279596,244.5258185699688,0.3670528734020105,0.5718441303079543
Hydrogen Import Price,comPrices 2050 Machinery - Industry,3.133270349999999,3.2478702,2.719823784693792,6.4117619065412255,0.021210100784386385,0.01499444284709999
Biomass Import Potential,comPrices 2050 Machinery - Industry,-153.12846615000004,153.12846615000004,183.78316579335979,427.60921308798726,1.0,1.0
Biomass Import Price,comPrices 2050 Machinery - Industry,4.972955624999999,5.017668674999999,2.0662002693395483,5.2165914473621235,0.032767706757310826,0.012199436512816034
Ammonia Import Potential,comPrices 2050 Machinery - Industry,-12.539421149999999,12.539421149999999,14.605302814572545,31.9749431146044,0.08188824367715379,0.07477608558453827
Ammonia Import Price,comPrices 2050 Machinery - Industry,3.548501550000001,3.548501550000001,2.3635784687993473,5.635399118906271,0.023173363119330118,0.013178853369903187
CCS potential,comPrices 2050 Machinery - Industry,-15.796407000000002,15.796407000000002,6.707366669137597,15.024122332706439,0.10315787388953741,0.03513516985335625
Flexibility Costs,comPrices 2050 Machinery - Industry,1.499075550000001,2.5137358499999998,1.9731645146240453,5.564295619972306,0.016415862531644638,0.013012571875590916
LNG Import Price,comPrices 2050 Machinery - Industry,0.3805651499999966,1.0581533999999968,0.9601743103681333,2.5669154463993284,0.006910233130419145,0.006002947008232832
Electricity Trade Price,comPrices 2050 Machinery - Industry,5.348339475000001,5.590775325000001,5.948167504374209,14.046592621417785,0.036510359344443806,0.03284913465727288
Weather Conditions,comPrices 2050 Machinery - Industry,60.45738660000001,60.97497105000001,84.85232178826493,247.0044430867461,0.3981948789996418,0.5776406015740383
Electricity Trade Ratio,comPrices 2050 Machinery - Industry,4.57920795,5.301245250000001,3.5490959782017915,8.973331337151984,0.034619593490912794,0.020984887749145812
Electricity Trade Volume,comPrices 2050 Machinery - Industry,-37.759731225,45.804838575000005,71.30717641304214,182.3385366451102,0.2991268686132529,0.4264139570996362
WACC,comPrices 2050 Machinery - Industry,4.824576824999999,5.243753325,1.9914871826313587,4.97484287144089,0.03424414452021858,0.01163408719731499
Bunker Emission Reduction,comPrices 2050 Machinery - Industry,4.436088675000001,5.815931775,2.347007905479884,6.732955385471169,0.037980735530276186,0.015745580729771974
End-of-Life Emission Reduction,comPrices 2050 Machinery - Industry,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,comPrices 2050 Manure,-39.343191600000004,39.343191600000004,71.4307456764292,170.3405772113786,0.30994742369407796,0.44288627296746674
Buildings demand,comPrices 2050 Manure,0.85820355,0.85820355,1.7727119241318152,3.83800295266328,0.006760965964124065,0.009978825076034953
Steel Production,comPrices 2050 Manure,0.02657100000000001,0.02657100000000001,0.04881722163825367,0.11882912446029387,0.000209327526823608,0.0003089562622938635
Chemical Production,comPrices 2050 Manure,10.180498125000002,10.180498125000002,16.796873255012564,41.66522274982632,0.08020241971843844,0.10832976803366876
Passenger Cars,comPrices 2050 Manure,0.231812925,0.231812925,0.4495235381711552,1.0366989167261207,0.0018262325947836554,0.002695421883233889
Bunker aviation,comPrices 2050 Manure,0.46116345000000364,0.46116345000000364,0.8853690110074943,2.0623856458766676,0.0036330662921961283,0.0053622120288489
Bunker navigation,comPrices 2050 Manure,0.85820355,0.85820355,1.5839567716143501,3.83800295266328,0.006760965964124065,0.009978825076034953
Agriculture neGHG CH4,comPrices 2050 Manure,0.006454424999999975,0.006454424999999975,0.012047641566216795,0.02886506611134805,5.084824892997855e-05,7.504930274570251e-05
Agriculture neGHG N2O,comPrices 2050 Manure,2.8366722,2.8366722,5.608699518328133,12.685983738167758,0.022347430508271534,0.032983615229570225
Wind offshore Costs,comPrices 2050 Manure,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Potential,comPrices 2050 Manure,-49.1320734,49.1320734,95.63764508037946,207.32725155547539,0.3870646724827057,0.5390517939366197
Solar PV Costs,comPrices 2050 Manure,0.0,0.0,0.0,0.0,0.0,0.0
Solar PV Potential,comPrices 2050 Manure,-2.6488313249999997,2.6488313249999997,4.707283140745924,11.845933807261675,0.020867611690758733,0.030799481600952226
Nuclear Costs,comPrices 2050 Manure,0.18450270000000005,0.18450270000000005,0.3513173794374904,0.8251211584645011,0.001453520525508189,0.0021453187525921494
Nuclear Potential,comPrices 2050 Manure,-6.763834725,6.763834725,12.19661554040069,26.48754221536437,0.05328579258695149,0.06886772983793521
Hydrogen Import Potential,comPrices 2050 Manure,-46.8462111,46.8462111,110.19185631318686,209.50262501581042,0.36905654701063745,0.5447077747952767
Hydrogen Import Price,comPrices 2050 Manure,0.8896032,0.8896032,1.574798474077058,3.9784264564026817,0.00700833381168821,0.010343926822349938
Biomass Import Potential,comPrices 2050 Manure,-126.9350496,126.9350496,152.84314125035772,384.6147139988043,1.0,1.0
Biomass Import Price,comPrices 2050 Manure,0.0,0.0,0.0,0.0,0.0,0.0
Ammonia Import Potential,comPrices 2050 Manure,-3.9540762000000007,3.9540762000000007,8.392866994470333,17.68316634282811,0.031150389214485333,0.045976312655794764
Ammonia Import Price,comPrices 2050 Manure,0.0,0.0,0.0,0.0,0.0,0.0
CCS potential,comPrices 2050 Manure,-2.08966365,2.08966365,2.373366058620897,5.594392584112746,0.016462463729166887,0.014545446080178144
Flexibility Costs,comPrices 2050 Manure,1.0109382000000013,1.0109382000000013,1.488173217742538,4.3761308276088835,0.007964216370385389,0.01137795999042951
LNG Import Price,comPrices 2050 Manure,0.31988970000000155,0.32055284999999845,0.6174413591027489,1.4321518876836443,0.0025253296942816844,0.003723601400460453
Electricity Trade Price,comPrices 2050 Manure,1.9362117750000003,1.9362117750000003,3.2908099147895475,7.697347563996336,0.015253562992265931,0.020013138561361086
Weather Conditions,comPrices 2050 Manure,40.712237175,40.712237175,88.96613214604987,179.10470598691919,0.32073282598693686,0.46567304751496325
Electricity Trade Ratio,comPrices 2050 Manure,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Volume,comPrices 2050 Manure,-39.644585850000006,40.4162121,81.97628343265457,179.12048485537696,0.3184007272015121,0.465714072644485
WACC,comPrices 2050 Manure,0.08324774999999998,0.08324774999999998,0.1634178487109542,0.372295255947816,0.0006558294991204697,0.0009679693532186951
Bunker Emission Reduction,comPrices 2050 Manure,0.0,0.0,0.0,0.0,0.0,0.0
End-of-Life Emission Reduction,comPrices 2050 Manure,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
WACC,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,comPrices 2050 Methanol,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,comPrices 2050 Motorcycles,-7.805692274999997,7.833502124999997,10.410931171160522,28.435754863211326,0.15999292295745896,0.20076278022848265
Buildings demand,comPrices 2050 Motorcycles,1.5336167250000001,1.5348812250000003,1.160945521176798,2.5758050214160515,0.03134870325707295,0.01818575873626632
Steel Production,comPrices 2050 Motorcycles,0.5141786249999998,0.5241719249999995,0.4146766549995549,0.9116976311240949,0.010705786131766436,0.006436788895975321
Chemical Production,comPrices 2050 Motorcycles,6.375755775,6.375755775,7.26987817530064,18.208304136382296,0.1302196369168853,0.1285546938792628
Passenger Cars,comPrices 2050 Motorcycles,0.25955505000000023,0.25955505000000023,0.18865325915401704,0.41268497823862416,0.005301201232248273,0.0029136481161928392
Bunker aviation,comPrices 2050 Motorcycles,1.079753999999998,1.1036137499999983,1.8589127962847771,3.8304015323693443,0.022540415112039327,0.02704349030750733
Bunker navigation,comPrices 2050 Motorcycles,1.7184562500000002,1.7184562500000002,1.4398266273782323,3.337814570879794,0.03509807414675514,0.023565716344105873
Agriculture neGHG CH4,comPrices 2050 Motorcycles,0.38106742499999985,0.4004256749999996,0.23771817065134385,0.5914315587487982,0.00817836941232252,0.004175638896187353
Agriculture neGHG N2O,comPrices 2050 Motorcycles,0.9572470500000005,0.9673599000000005,1.4976544428584948,3.5981904595119207,0.019757540814203244,0.02540402827068239
Wind offshore Costs,comPrices 2050 Motorcycles,1.2732802499999998,1.2732802499999998,0.30147366667690156,0.7498750212174744,0.026005715667244314,0.005294285128272867
Wind offshore Potential,comPrices 2050 Motorcycles,-27.4544289,27.4544289,42.00275664405145,104.61089423664232,0.5607344273030036,0.738576277301761
Solar PV Costs,comPrices 2050 Motorcycles,0.16405515000000004,0.16405515000000004,0.12675484259058822,0.33000666098704506,0.003350693285823854,0.0023299207308680315
Solar PV Potential,comPrices 2050 Motorcycles,-1.9029020250000006,1.9029020250000006,1.9319110799303243,5.148094594682928,0.03886522939845604,0.03634669762345276
Nuclear Costs,comPrices 2050 Motorcycles,0.609384525,0.609384525,0.5451540171699907,1.1420257505386793,0.01244618432522513,0.008062956860951502
Nuclear Potential,comPrices 2050 Motorcycles,-3.016546125,3.016719225,4.556947862694496,10.444282180043814,0.06161404169526673,0.07373896483645499
Hydrogen Import Potential,comPrices 2050 Motorcycles,-17.789990925,17.812943025000003,30.681585917463753,78.39095071650898,0.3638149036749553,0.5534576200388224
Hydrogen Import Price,comPrices 2050 Motorcycles,0.7929070500000003,0.8206396499999997,0.5990833153315286,1.579092091894487,0.016760898791265227,0.0111487428461305
Biomass Import Potential,comPrices 2050 Motorcycles,-48.961553925,48.961553925,69.6560203616198,141.63857877864297,1.0,1.0
Biomass Import Price,comPrices 2050 Motorcycles,0.9658908750000004,0.9658908750000004,0.5625926721733547,1.2269155632105815,0.019727537170890565,0.00866229789786328
Ammonia Import Potential,comPrices 2050 Motorcycles,-3.1822585500000007,3.1822585500000007,3.9425503506768584,9.057133486554102,0.064995048050857,0.06394538525205666
Ammonia Import Price,comPrices 2050 Motorcycles,0.5827029000000004,0.5827029000000004,0.4652398886648941,1.1282256413524738,0.011901233790344827,0.007965525007954923
