Parameter,Outcome,mu,mu_star,mu_star_conf,sigma,mu_star_norm,sigma_norm
Chemical Production,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Passenger Cars,techUseNet 2050 TRH01_08,0.0014928750000000046,0.0014928750000000046,0.0028540155661603305,0.006676339963820019,0.0016821934687285735,0.00224451514480666
Bunker aviation,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Bunker navigation,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Agriculture neGHG CH4,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Agriculture neGHG N2O,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Costs,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Wind offshore Potential,techUseNet 2050 TRH01_08,-0.61667385,0.61667385,1.1582221207099836,2.7578492970930175,0.694877148325011,0.9271598732186056
Solar PV Costs,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Solar PV Potential,techUseNet 2050 TRH01_08,-0.06436200000000006,0.06436200000000006,0.09901234385530862,0.28783561433568317,0.07252404657744835,0.09676730051079017
Nuclear Costs,techUseNet 2050 TRH01_08,0.45461835000000006,0.45461835000000006,0.745816517432684,2.033115068837583,0.512270631589489,0.6835118624680643
Nuclear Potential,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Potential,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Price,techUseNet 2050 TRH01_08,-0.8874573750000001,0.8874573750000001,1.163447342519191,2.7324499748782554,1.0,0.918620888731926
Biomass Import Potential,techUseNet 2050 TRH01_08,-0.61667385,0.61667385,1.120995457377745,2.7578492970930175,0.694877148325011,0.9271598732186056
Biomass Import Price,techUseNet 2050 TRH01_08,-0.1481376,0.1481376,0.261830787137743,0.6624914872473461,0.16692362266976482,0.22272265709808936
Ammonia Import Potential,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Ammonia Import Price,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
CCS potential,techUseNet 2050 TRH01_08,-0.3978273,0.8355204,1.30859241357749,2.9745132169269066,0.9414766540195804,1.0
Flexibility Costs,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
LNG Import Price,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Price,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Weather Conditions,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Electricity Trade Ratio,techUseNet 2050 TRH01_08,0.2610798,0.2610798,0.515594649101542,1.1675843607040992,0.29418855187270254,0.39252955880639157
Electricity Trade Volume,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
WACC,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
Bunker Emission Reduction,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
End-of-Life Emission Reduction,techUseNet 2050 TRH01_08,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 TRL01_02,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 TRL01_03,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 TRL01_04,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 TRL01_06,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 TRL01_07,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 TRL01_08,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 TRR01_01,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Buildings demand,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Steel Production,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Chemical Production,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Passenger Cars,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker aviation,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker navigation,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG CH4,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Agriculture neGHG N2O,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Costs,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Wind offshore Potential,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Costs,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Solar PV Potential,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Costs,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Nuclear Potential,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Potential,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Hydrogen Import Price,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Potential,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Biomass Import Price,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Potential,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Ammonia Import Price,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
CCS potential,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Flexibility Costs,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
LNG Import Price,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Price,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Weather Conditions,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Ratio,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Electricity Trade Volume,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
WACC,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
Bunker Emission Reduction,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
End-of-Life Emission Reduction,techUseNet 2050 TRR01_02,0.0,0.0,0.0,0.0,1.0,1.0
CO2 Cap,techUseNet 2050 neE01_01,0.0,0.0,0.0,0.0,1.0,1.0
